index	speaker	text	sentiment	sentiment val	movingave(5eachside)	movingave (10 sentence)	movingave
10922	None	"Before he knew it, he was down twenty dollars."	  Negative	-1	-0.36364	-0.28571	-0.030687341
10923	None	"He figured it just wasn't his day, so he gave up on pachinko and wandered around."	  Negative	-1	-0.36364	-0.28571	-0.030687341
10924	None	He remembered he still hadn't bought any underwear.	  Negative	-1	-0.45455	-0.28571	-0.030687341
10925	None	"Damn--that was the whole point of going out, he told himself."	  Neutral	0	-0.54545	-0.28571	-0.030687341
10926	None	"He went into a discount store in the shopping district and bought underpants, white T-shirts, and socks."	  Neutral	0	-0.45455	-0.33333	-0.078307341
10927	None	Now he could finally toss his dirty underwear.	  Neutral	0	-0.45455	-0.38095	-0.125927341
10928	None	"He decided it was about time for a new aloha shirt and scoured a few shops looking for one, only to conclude that the pickings in Takamatsu were pretty slim."	  Neutral	0	-0.36364	-0.33333	-0.078307341
10929	None	"Summer and winter alike he always wore aloha shirts, but that didn't mean just any aloha shirt would do."	  Negative	-1	-0.27273	-0.33333	-0.078307341
10930	Satoru Nakata	"He stopped at a nearby bakery and bought some bread, in case Nakata woke up hungry in the middle of the night, as well as a small carton of orange juice."	  Negative	-1	-0.18182	-0.38095	-0.125927341
10931	None	Next he went to a bank and used the ATM to withdraw five hundred dollars.	  Neutral	0	-0.27273	-0.28571	-0.030687341
10932	None	"Checking his balance, he found there was still quite a lot left."	  Neutral	0	-0.36364	-0.2381	0.016922659
10933	None	These past few years had been so busy that he'd hardly had time to spend any money.	  Neutral	0	-0.27273	-0.14286	0.112162659
10934	None	"By this time it was completely dark, and he had a sudden yearning for a cup of coffee."	  Neutral	0	-0.27273	-0.047619	0.207403659
10935	None	"He looked around, spotting a sign for a cafí© just off the main drag."	  Neutral	0	-0.27273	-0.047619	0.207403659
10936	None	It turned out to be the kind of old-fashioned coffee shop you don't find much anymore.	  Negative	-1	-0.090909	-0.047619	0.207403659
10937	None	"He went inside, eased back onto a soft, comfortable chair, and ordered a cup."	  Negative	-1	0	-0.047619	0.207403659
10938	None	"Chamber music filtered out of the solid, British-made walnut speakers."	  Positive	1	0.090909	-0.047619	0.207403659
10939	Hoshino	Hoshino was the only customer.	  Neutral	0	0.18182	-0.047619	0.207403659
10940	None	"He sank back in his chair and, for the first time in quite a while, felt completely at ease."	  Negative	-1	0.090909	0	0.255022659
10941	None	"Everything in the shop was calming, natural, easy to feel comfortable with."	  Positive	1	0.090909	0	0.255022659
10942	None	"The coffee, served in a fancy cup, was rich and delicious."	  Positive	1	0.18182	-0.047619	0.207403659
10943	Hoshino	"Hoshino closed his eyes, breathing in quietly, and listened to the intertwining of strings and piano."	  Positive	1	0.27273	-0.047619	0.207403659
10944	None	"He'd hardly ever listened to classical music before, but it was soothing and put him in an introspective mood."	  Positive	1	0.18182	-0.047619	0.207403659
10945	None	"Sunk back in his soft chair, eyes closed, lost in the music, a number of thoughts crossed his mind--mostly having to do with himself."	  Negative	-1	0.18182	-0.095238	0.159784659
10946	None	"But the more he thought about himself, the less reality his existence seemed to have."	  Neutral	0	0.18182	-0.095238	0.159784659
10947	None	He began to feel like some meaningless appendage sitting there.	  Neutral	0	0	-0.095238	0.159784659
10948	None	"I've always been a great fan of the Chunichi Dragons, he thought, but what are the Dragons to me, anyway?"	  Neutral	0	-0.090909	-0.047619	0.207403659
10949	None	Say they beat the Giants--how's that going to make me a better person?	  Neutral	0	-0.18182	-0.14286	0.112162659
10950	None	How could it?	  Neutral	0	-0.36364	-0.14286	0.112162659
10951	None	So why the heck have I spent all this time getting worked up like the team was some extension of myself?	  Negative	-1	-0.27273	-0.095238	0.159784659
10952	Satoru Nakata	Mr. Nakata said he's empty.	  Negative	-1	-0.36364	-0.14286	0.112162659
10953	None	"Maybe he is, for all I know."	  Neutral	0	-0.36364	-0.14286	0.112162659
10954	None	But what does that make me?	  Neutral	0	-0.45455	-0.2381	0.016922659
10955	None	He said an accident when he was little made him that way--empty.	  Negative	-1	-0.45455	-0.33333	-0.078307341
10956	None	But I never had an accident.	  Neutral	0	-0.45455	-0.28571	-0.030687341
10957	Satoru Nakata	"If Mr. Nakata's empty, that makes me worse than empty!"	  Negative	-1	-0.36364	-0.28571	-0.030687341
10958	None	At least he has something about him--whatever it was that made me drop everything and follow him to Shikoku.	  Neutral	0	-0.18182	-0.33333	-0.078307341
10959	Hoshino	"Don't ask me what that something is, though.... Hoshino ordered another cup of coffee."	  Negative	-1	-0.27273	-0.33333	-0.078307341
10960	None	"You like our coffee, then?"	  Neutral	0	-0.36364	-0.33333	-0.078307341
10961	None	 the gray-haired owner came over and asked.	  Neutral	0	-0.27273	-0.33333	-0.078307341
10962	Hoshino	"(Hoshino didn't know this, of course, but the man used to be an official in the Ministry of Education."	  Neutral	0	-0.27273	-0.28571	-0.030687341
10963	None	"After retirement, he came back to his hometown of Takamatsu and opened up this coffee shop, where he made fine coffee and played classical music."	  Positive	1	-0.27273	-0.2381	0.016922659
10964	None	") ""It's great."	  Negative	-1	-0.27273	-0.2381	0.016922659
10965	None	Such a nice aroma.	  Negative	-1	-0.18182	-0.2381	0.016922659
10966	None	 I roast the beans myself.	  Neutral	0	-0.18182	-0.19048	0.064542659
10967	None	Select each bean individually.	  Neutral	0	-0.18182	-0.19048	0.064542659
10968	None	 No wonder it's so good.	  Negative	-1	-0.18182	-0.14286	0.112162659
10969	None	 The music doesn't bother you?	  Neutral	0	-0.27273	-0.14286	0.112162659
10970	None	 The music?	  Neutral	0	-0.18182	-0.095238	0.159784659
10971	Hoshino	 Hoshino replied.	  Neutral	0	-0.090909	-0.14286	0.112162659
10972	None	"No, it's great."	  Neutral	0	-0.090909	-0.095238	0.159784659
10973	None	I don't mind it at all.	  Neutral	0	-0.090909	-0.095238	0.159784659
10974	None	Not one bit.	  Neutral	0	0	-0.19048	0.064542659
10975	None	Who's playing?	  Neutral	0	0	-0.095238	0.159784659
10976	None	" The Rubinstein, Heifetz, and Feuermann trio."	  Neutral	0	-0.090909	-0.095238	0.159784659
10977	None	"The Million-Dollar Trio, they were dubbed."	  Neutral	0	0	-0.095238	0.159784659
10978	None	Consummate artists.	  Neutral	0	0	-0.095238	0.159784659
10979	None	"This is an old 1941 recording, but the brilliance hasn't faded."	  Neutral	0	-0.090909	0	0.255022659
10980	None	 It really hasn't.	  Neutral	0	0	0	0.255022659
10981	None	"Good things never grow old, do they?"	  Negative	-1	-0.090909	-0.05	0.205022659
10982	None	" Some people prefer a more structured, classic, straightforward version of the Archduke Trio."	  Positive	1	-0.090909	-0.05	0.205022659
10983	None	Like the Oistrach Trio's version.	  Neutral	0	-0.090909	-0.05	0.205022659
10984	Hoshino	" No, I think this one's nice,"" Hoshino said."	  Negative	-1	0	-0.05	0.205022659
10985	None	"It has a, I don't know, gentle feel to it."	  Positive	1	0	-0.05	0.205022659
10986	None	" Thank you very much,"" the owner said, thanking him on behalf of the Million- Dollar Trio, and went back behind the counter."	  Negative	-1	-0.1	-0.1	0.155022659
10987	Hoshino	As Hoshino enjoyed his second cup he went back to his reflections.	  Neutral	0	0	-0.15	0.105022659
10988	Satoru Nakata	But I am helping Mr. Nakata out.	  Neutral	0	-0.1	-0.2	0.055022659
10989	None	"I read things for him, and I was the one who found the stone, after all."	  Positive	1	-0.1	-0.25	0.005022659
10990	None	"I've hardly ever noticed this before, but it feels kind of nice to be helpful to someone...."		NaN	0	-0.3	-0.044977341
10991	None	"I don't regret any of it--skipping out on work, coming over to Shikoku."	  Negative	-1	-0.2	-0.3	-0.044977341
10992	None	All those crazy things happening one after another.	  Neutral	0	-0.2	-0.3	-0.044977341
10993	None	I feel like I'm exactly where I belong.	  Neutral	0	-0.3	-0.3	-0.044977341
10994	Satoru Nakata	When I'm with Mr. Nakata I can't be bothered with all this Who am I?	  Neutral	0	-0.4	-0.35	-0.094977341
10995	None	stuff.	  Neutral	0	-0.6	-0.35	-0.094977341
10996	None	"Maybe this is going overboard, but I bet Buddha's followers and Jesus' apostles felt the same way."	  Negative	-1	-0.54545	-0.45	-0.194977341
10997	None	"When I'm with the Buddha, I always feel I'm where I belong--something like that."	  Negative	-1	-0.54545	-0.45	-0.194977341
10998	None	"Forget about culture, truth, all that junk."	  Negative	-1	-0.45455	-0.4	-0.144977341
10999	None	That kind of inspiration's what it's all about.	  Negative	-1	-0.54545	-0.45	-0.194977341
11000	None	"When I was little, Grandpa told me stories about Buddha's disciples."	  Negative	-1	-0.63636	-0.5	-0.244977341
11001	None	One of them was named Myoga.	  Neutral	0	-0.72727	-0.47619	-0.221167341
11002	None	The guy was a complete moron and couldn't memorize even the simplest sutra.	  Negative	-1	-0.72727	-0.47619	-0.221167341
11003	None	The other disciples always teased him.	  Positive	1	-0.54545	-0.47619	-0.221167341
11004	None	"One day the Buddha said to him, ""Myoga, you're not very bright, so you don't have to learn any sutras."	  Negative	-1	-0.54545	-0.52381	-0.268787341
11005	None	"Instead, I'd like you to sit at the entrance and polish everybody's shoes."	  Negative	-1	-0.45455	-0.52381	-0.268787341
11006	None	" Myoga was an obedient guy, so he didn't tell his master to go screw himself."	  Negative	-1	-0.36364	-0.52381	-0.268787341
11007	None	"So for ten years, twenty years, he diligently polished everybody's shoes."	  Negative	-1	-0.45455	-0.47619	-0.221167341
11008	None	Then one day he achieved enlightenment and became one of the greatest of all the Buddha's followers.	  Positive	1	-0.36364	-0.42857	-0.173547341
11009	Hoshino	"That's a story Hoshino always remembered, because he'd thought that had to be the crappiest kind of life, polishing shoes for decades."	  Negative	-1	-0.54545	-0.38095	-0.125927341
11010	None	"You gotta be kidding, he thought."	  Neutral	0	-0.45455	-0.33333	-0.078307341
11011	None	"But when he considered it now, the story started to take on a different undertone."	  Neutral	0	-0.36364	-0.28571	-0.030687341
11012	None	"Life's crappy, no matter how you cut it."	  Negative	-1	-0.27273	-0.2381	0.016922659
11013	None	He just hadn't understood that when he was little.	  Neutral	0	-0.18182	-0.19048	0.064542659
11014	None	"These thoughts occupied him till the music, which was helping him meditate, stopped playing."	  Negative	-1	-0.27273	-0.2381	0.016922659
11015	None	"Hey, he called out to the owner."	  Neutral	0	-0.18182	-0.2381	0.016922659
11016	None	What was that music called again?	  Neutral	0	-0.18182	-0.19048	0.064542659
11017	None	I forget.	  Neutral	0	-0.090909	-0.14286	0.112162659
11018	None	 Beethoven's Archduke Trio.	  Neutral	0	0	-0.14286	0.112162659
11019	None	 March Duke?	  Neutral	0	0	-0.19048	0.064542659
11020	None	 Arch.	  Neutral	0	0	-0.14286	0.112162659
11021	None	Archduke.	  Neutral	0	0	-0.14286	0.112162659
11022	None	Beethoven dedicated it to the Austrian archduke Rudolph.	  Positive	1	0	-0.095238	0.159784659
11023	None	"It's not the official name, more like the piece's nickname."	  Neutral	0	-0.090909	-0.047619	0.207403659
11024	None	Rudolph was the son of Emperor Leopold the Second.	  Neutral	0	-0.090909	-0.095238	0.159784659
11025	None	"He was a very skilled musician, who studied piano and music theory with Beethoven starting when he was sixteen."	  Negative	-1	-0.090909	-0.095238	0.159784659
11026	None	He looked up to Beethoven.	  Neutral	0	-0.090909	-0.19048	0.064542659
11027	None	"Archduke Rudolph didn't make a name for himself as either a pianist or a composer, but sort of stood in the shadows lending a helping hand to Beethoven, who didn't know much about getting ahead in the world."	  Neutral	0	0	-0.2381	0.016922659
11028	None	"If it hadn't been for him, Beethoven would have had a much tougher time."	  Negative	-1	-0.090909	-0.19048	0.064542659
11029	None	" Those kind of people are necessary in life, huh?"	  Neutral	0	-0.18182	-0.19048	0.064542659
11030	None	 Absolutely.	  Neutral	0	-0.27273	-0.2381	0.016922659
11031	None	 The world would be a real mess if everybody was a genius.	  Neutral	0	-0.36364	-0.2381	0.016922659
11032	None	"Somebody's got to keep watch, take care of business."	  Positive	1	-0.45455	-0.28571	-0.030687341
11033	None	 Exactly.	  Neutral	0	-0.36364	-0.33333	-0.078307341
11034	None	A world full of geniuses would have significant problems.	  Negative	-1	-0.27273	-0.28571	-0.030687341
11035	None	 I really like that piece.	  Negative	-1	-0.36364	-0.33333	-0.078307341
11036	None	 It's beautiful.	  Very negative	-2	-0.36364	-0.33333	-0.078307341
11037	None	You never get tired of listening to it.	  Negative	-1	-0.45455	-0.33333	-0.078307341
11038	None	I'd say it's the most refined of all Beethoven's piano trios.	  Positive	1	-0.54545	-0.28571	-0.030687341
11039	None	"He wrote it when he was forty, and never wrote another."	  Neutral	0	-0.45455	-0.28571	-0.030687341
11040	None	He must have decided he'd reached the pinnacle in the genre.	  Negative	-1	-0.45455	-0.33333	-0.078307341
11041	None	 I think I know what you mean.	  Neutral	0	-0.45455	-0.33333	-0.078307341
11042	Hoshino	"Reaching the pinnacle's important in everything,"" Hoshino said."	  Negative	-1	-0.27273	-0.33333	-0.078307341
11043	None	Please come again.	  Neutral	0	-0.090909	-0.42857	-0.173547341
11044	None	" Yeah, I'll do that."	  Positive	1	-0.27273	-0.42857	-0.173547341
11045	Satoru Nakata	" When he got back to the room Nakata was, as expected, out cold."	  Negative	-1	-0.36364	-0.38095	-0.125927341
11046	None	"He'd gone through this before, so this time it didn't strike him as odd."	  Negative	-1	-0.27273	-0.33333	-0.078307341
11047	None	"Just let him sleep as much as he wants, he decided."	  Neutral	0	-0.27273	-0.28571	-0.030687341
11048	Hoshino	"The stone was still there, right next to his pillow, and Hoshino put his sack of bread down beside it."	  Positive	1	-0.27273	-0.2381	0.016922659
11049	None	"He took a bath and changed into his new underwear, then balled up his old set inside a paper bag and tossed it in the trash."	  Negative	-1	-0.27273	-0.2381	0.016922659
11050	None	He crawled into his futon and was soon sound asleep.	  Negative	-1	-0.36364	-0.2381	0.016922659
11051	None	He woke up the next morning just before nine.	  Neutral	0	-0.27273	-0.19048	0.064542659
11052	Satoru Nakata	"Nakata was still asleep, his breathing quiet and regular."	  Neutral	0	-0.27273	-0.19048	0.064542659
11053	Hoshino	"Hoshino went to eat breakfast alone, asking the maid not to wake up his companion."	  Negative	-1	-0.27273	-0.14286	0.112162659
11054	None	"You can just leave the futon like it is, he said."	  Neutral	0	-0.27273	-0.14286	0.112162659
11055	None	"Is he all right, sleeping that long?"	  Neutral	0	-0.18182	-0.2381	0.016922659
11056	None	 the maid asked.	  Neutral	0	-0.090909	-0.2381	0.016922659
11057	None	"Don't worry, he's not about to die on us."	  Negative	-1	-0.090909	-0.2381	0.016922659
11058	None	He needs to sleep to regain his strength.	  Neutral	0	-0.090909	-0.19048	0.064542659
11059	None	I know exactly what's best for him.	  Positive	1	0	-0.28571	-0.030687341
11060	None	 He bought a paper at the station and sat on a bench and looked through the movie listings.	  Neutral	0	-0.090909	-0.2381	0.016922659
11061	None	A theater near the station was having a Franí_ois Truffaut retrospective.	  Neutral	0	-0.18182	-0.2381	0.016922659
11062	Hoshino	"Hoshino had no idea who Truffaut was, or even if it was a man or a woman, but a double feature was a good way of killing time till evening, so he decided to go."	  Neutral	0	-0.27273	-0.2381	0.016922659
11063	None	The featured films were The 400 Blows and Shoot the Pianist.	  Neutral	0	-0.090909	-0.2381	0.016922659
11064	None	There were only a handful of customers in the theater.	  Neutral	0	-0.18182	-0.19048	0.064542659
11065	Hoshino	Hoshino wasn't by any means a movie buff.	  Negative	-1	-0.27273	-0.2381	0.016922659
11066	None	"Occasionally he'd go see one, a kung fu or action film."	  Negative	-1	-0.36364	-0.2381	0.016922659
11067	None	"So these early works of Truffaut were over his head in spots, the pace, as you'd expect of older films, a bit sluggish."	  Negative	-1	-0.36364	-0.28571	-0.030687341
11068	None	"Still, he enjoyed the unique mood, the overall look of the films, how suggestively the characters' inner worlds were portrayed."	  Positive	1	-0.36364	-0.28571	-0.030687341
11069	None	At the very least he wasn't bored.	  Negative	-1	-0.36364	-0.33333	-0.078307341
11070	None	"I wouldn't mind seeing some more films by that guy, he told himself afterward."	  Neutral	0	-0.45455	-0.38095	-0.125927341
11071	None	"He exited the theater, walked to the shopping district, and went inside the same coffee shop as the night before."	  Negative	-1	-0.36364	-0.47619	-0.221167341
11072	None	The owner remembered him.	  Neutral	0	-0.36364	-0.47619	-0.221167341
11073	Hoshino	Hoshino sat in the same chair and ordered coffee.	  Neutral	0	-0.36364	-0.47619	-0.221167341
11074	None	"As before, he was the sole customer."	  Neutral	0	-0.54545	-0.42857	-0.173547341
11075	None	Something with stringed instruments was playing on the stereo.	  Negative	-1	-0.45455	-0.47619	-0.221167341
11076	None	Haydn's first cello concerto.	  Neutral	0	-0.63636	-0.42857	-0.173547341
11077	Hoshino	"Pierre Fournier's playing the solo,"" the owner explained as he brought over Hoshino's coffee."	  Negative	-1	-0.54545	-0.42857	-0.173547341
11078	Hoshino	"It's a real natural sound, Hoshino commented."	  Negative	-1	-0.54545	-0.38095	-0.125927341
11079	None	"It is, isn't it?"	  Negative	-1	-0.45455	-0.47619	-0.221167341
11080	None	 the owner said.	  Neutral	0	-0.54545	-0.42857	-0.173547341
11081	None	Pierre Fournier's one of my absolute favorite musicians.	  Very negative	-2	-0.45455	-0.42857	-0.173547341
11082	None	"Like an elegant wine, his playing has an aroma and substance that warms the blood and gently encourages you."	  Neutral	0	-0.54545	-0.38095	-0.125927341
11083	None	I always refer to him as Maestro Fournier out of respect.	  Neutral	0	-0.45455	-0.38095	-0.125927341
11084	None	"I don't know him personally, of course, but I've always felt like he's my mentor."	  Positive	1	-0.45455	-0.38095	-0.125927341
11085	Hoshino	" Listening to Fournier's flowing, dignified cello, Hoshino was drawn back to his childhood."	  Negative	-1	-0.36364	-0.38095	-0.125927341
11086	None	He used to go to the river every day to catch fish.	  Neutral	0	-0.36364	-0.38095	-0.125927341
11087	None	"Nothing to worry about back then, he reminisced."	  Negative	-1	-0.18182	-0.42857	-0.173547341
11088	None	Just live each day as it came.	  Neutral	0	-0.18182	-0.38095	-0.125927341
11089	None	"As long as I was alive, I was something."	  Negative	-1	-0.18182	-0.33333	-0.078307341
11090	None	That was just how it was.	  Neutral	0	-0.27273	-0.28571	-0.030687341
11091	None	But somewhere along the line it all changed.	  Neutral	0	-0.27273	-0.2381	0.016922659
11092	None	Living turned me into nothing.	  Neutral	0	-0.36364	-0.14286	0.112162659
11093	None	"Weird... People are born in order to live, right?"	  Neutral	0	-0.27273	-0.19048	0.064542659
11094	None	"But the longer I've lived, the more I've lost what's inside me--and ended up empty."	  Neutral	0	-0.27273	-0.14286	0.112162659
11095	None	"And I bet the longer I live, the emptier, the more worthless, I'll become."	  Neutral	0	-0.18182	-0.2381	0.016922659
11096	None	Something's wrong with this picture.	  Negative	-1	-0.090909	-0.14286	0.112162659
11097	None	Life isn't supposed to turn out like this!	  Negative	-1	-0.090909	-0.14286	0.112162659
11098	None	"Isn't it possible to shift direction, to change where I'm headed?"	  Neutral	0	-0.18182	-0.047619	0.207403659
11099	Hoshino	"Excuse me..., Hoshino called out to the owner at the register."	  Neutral	0	-0.090909	0	0.255022659
11100	None	Can I help you?	  Neutral	0	-0.18182	0.047619	0.302641659
11101	None	" I was wondering, if you had time, could you come over and talk with me?"	  Positive	1	-0.090909	0.095238	0.350260659
11102	None	I'd like to know more about this Haydn guy.	  Neutral	0	0	0.047619	0.302641659
11103	None	" The owner was happy to give a mini lecture on Haydn, the man and his music."	  Negative	-1	0.18182	0.095238	0.350260659
11104	None	"He was basically a reserved sort of person, but when it came to classical music he was eloquent."	  Positive	1	0.27273	0.095238	0.350260659
11105	None	"He explained how Haydn became a hired musician, serving different patrons over his long life, composing who knows how many compositions to order."	  Negative	-1	0.27273	0.095238	0.350260659
11106	None	"Haydn was practical, affable, humble, and generous, he said, yet also a complex person with a silent darkness all his own inside."	  Positive	1	0.36364	0.047619	0.302641659
11107	None	Haydn was an enigmatic figure.	  Neutral	0	0.18182	0.095238	0.350260659
11108	None	Nobody really knows the amount of intense pathos he held inside him.	  Positive	1	0.27273	0.14286	0.397882659
11109	None	"In the feudal time he was born in, though, he was compelled to skillfully cloak his ego in submissiveness and display a smart, happy exterior."	  Positive	1	0.36364	0.14286	0.397882659
11110	None	Otherwise he would have been crushed.	  Neutral	0	0.27273	0.095238	0.350260659
11111	None	A lot of people compare him unfavorably to Bach and Mozart--both his music and the way he lived.	  Positive	1	0.27273	0.095238	0.350260659
11112	None	"Over his long life he was innovative, to be sure, but never exactly on the cutting edge."	  Negative	-1	0.18182	0	0.255022659
11113	None	"But if you really pay attention as you listen, you can catch a hidden longing for the modern ego."	  Positive	1	0.18182	0	0.255022659
11114	None	"Like a far-off echo full of contradictions, it's all there in Haydn's music, silently pulsating."	  Neutral	0	0.090909	0.095238	0.350260659
11115	None	Listen to that chord--hear it?	  Neutral	0	-0.090909	0	0.255022659
11116	None	It's very quiet--right?	  Negative	-1	-0.090909	0.047619	0.302641659
11117	None	 Like Franí_ois Truffaut's films.	  Neutral	0	-0.27273	0	0.255022659
11118	None	 Exactly!	  Neutral	0	-0.18182	-0.047619	0.207403659
11119	Hoshino	" the owner exclaimed happily, patting Hoshino's arm reflexively."	  Neutral	0	-0.18182	-0.14286	0.112162659
11120	None	You've hit it right on the head.	  Negative	-1	-0.27273	-0.19048	0.064542659
11121	None	You find the same spirit animating Truffaut.	  Neutral	0	-0.27273	-0.2381	0.016922659
11122	None	"A persistent, inward-moving spirit that's filled with a pliant, youthful sort of curiosity,"" he repeated."	  Negative	-1	-0.18182	-0.33333	-0.078307341
11123	Hoshino	When the Haydn concerto was over Hoshino asked him to play the Rubinstein- Heifetz-Feuermann version of the Archduke Trio again.	  Neutral	0	-0.27273	-0.28571	-0.030687341
11124	None	"While listening to this, he again was lost in thought."	  Positive	1	-0.36364	-0.38095	-0.125927341
11125	None	"Damn it, I don't care what happens, he finally decided."	  Negative	-1	-0.36364	-0.38095	-0.125927341
11126	Satoru Nakata	I'm going to follow Mr. Nakata as long as I live.	  Neutral	0	-0.36364	-0.38095	-0.125927341
11127	None	To hell with the job!	  Neutral	0	-0.45455	-0.33333	-0.078307341
11128	None	 35 When the phone rings at seven a. m. I'm still sound asleep.	  Negative	-1	-0.36364	-0.33333	-0.078307341
11129	None	"In my dream I was deep inside a cave, bent over in the dark, flashlight in hand, searching for something."	  Negative	-1	-0.45455	-0.28571	-0.030687341
11130	None	I hear a voice far away at the cave's entrance calling out a name faintly.	  Neutral	0	-0.54545	-0.28571	-0.030687341
11131	None	"I yell out a reply, but whoever it is doesn't seem to hear me."	  Negative	-1	-0.45455	-0.28571	-0.030687341
11132	None	"The person calls out my name, over and over."	  Negative	-1	-0.45455	-0.28571	-0.030687341
11133	None	Reluctantly I stand up and start heading for the entrance.	  Neutral	0	-0.45455	-0.2381	0.016922659
11134	None	"A little longer and I would've found it, I think."	  Negative	-1	-0.27273	-0.2381	0.016922659
11135	None	But inside I'm also relieved I didn't find it.	  Neutral	0	-0.18182	-0.28571	-0.030687341
11136	None	That's when I wake up.	  Neutral	0	-0.27273	-0.2381	0.016922659
11137	None	"I look around, collecting the scattered bits of my consciousness."	  Neutral	0	-0.18182	-0.28571	-0.030687341
11138	None	"I realize the phone's ringing, the phone at the library's reception desk."	  Neutral	0	-0.090909	-0.33333	-0.078307341
11139	Miss Saeki	"Bright sunlight's shining in through the curtains, and Miss Saeki's no longer next to me."	  Positive	1	-0.090909	-0.28571	-0.030687341
11140	None	I'm alone in bed.	  Neutral	0	0	-0.28571	-0.030687341
11141	None	I get out of bed in my T-shirt and boxers and go out to the phone.	  Negative	-1	0	-0.33333	-0.078307341
11142	None	It takes me a while to get there but the phone keeps on ringing.	  Neutral	0	-0.090909	-0.28571	-0.030687341
11143	None	Hello?	  Neutral	0	-0.18182	-0.2381	0.016922659
11144	None	 Were you asleep?	  Neutral	0	-0.18182	-0.2381	0.016922659
11145	Oshima	 Oshima asks.	  Neutral	0	-0.36364	-0.19048	0.064542659
11146	None	Yeah.	  Neutral	0	-0.45455	-0.19048	0.064542659
11147	None	" Sorry to get you up so early on a day off, but we've got a problem."	  Negative	-1	-0.36364	-0.19048	0.064542659
11148	None	 A problem?	  Negative	-1	-0.36364	-0.19048	0.064542659
11149	None	" I'll tell you about it later, but you'd better not hang around there for a while."	  Neutral	0	-0.36364	-0.19048	0.064542659
11150	None	"We're going to head off soon, so get your things together."	  Negative	-1	-0.36364	-0.2381	0.016922659
11151	None	"When I get there, just come out to the parking lot and get right in the car without saying anything."	  Negative	-1	-0.36364	-0.2381	0.016922659
11152	None	Okay?	  Neutral	0	-0.36364	-0.2381	0.016922659
11153	None	" Okay,"" I reply."	  Neutral	0	-0.27273	-0.2381	0.016922659
11154	None	I go back to my room and pack up.	  Neutral	0	-0.18182	-0.28571	-0.030687341
11155	None	There's no need to rush since it only takes five minutes to get ready.	  Neutral	0	-0.18182	-0.33333	-0.078307341
11156	None	"I take down the laundry I had hanging in the bathroom, stuff my toilet kit, books, and diary in my backpack, then get dressed and straighten up the bed."	  Neutral	0	-0.090909	-0.38095	-0.125927341
11157	None	"Pull the sheets tight, plump up the pillows, straighten out the covers."	  Neutral	0	-0.090909	-0.38095	-0.125927341
11158	None	Covering up all traces of what went on here.	  Neutral	0	-0.090909	-0.33333	-0.078307341
11159	Miss Saeki	"I sit down in the chair and think about Miss Saeki, who'd been with me until a few hours before."	  Neutral	0	-0.18182	-0.33333	-0.078307341
11160	None	I have time for a quick bowl of cornflakes.	  Neutral	0	-0.27273	-0.33333	-0.078307341
11161	None	Wash up the bowl and spoon and put them away.	  Neutral	0	-0.36364	-0.28571	-0.030687341
11162	None	"Brush my teeth, wash my face."	  Negative	-1	-0.36364	-0.2381	0.016922659
11163	None	I'm checking out my face in the mirror when I hear the Miata pull into the parking lot.	  Neutral	0	-0.36364	-0.19048	0.064542659
11164	Oshima	"Even though the weather's perfect, Oshima has the tan top up."	  Negative	-1	-0.45455	-0.2381	0.016922659
11165	None	"I shoulder my pack, walk over to the car, and climb into the passenger seat."	  Negative	-1	-0.45455	-0.28571	-0.030687341
11166	Oshima	"As before, Oshima does a good job of tying my pack down on top of the trunk."	  Negative	-1	-0.45455	-0.33333	-0.078307341
11167	None	"He's wearing a pair of Armani-type sunglasses, and a striped linen shirt over a white V-neck T-shirt, white jeans, and navy blue, low-cut Converse All-Stars."	  Neutral	0	-0.45455	-0.38095	-0.125927341
11168	None	Casual day-off clothes.	  Neutral	0	-0.27273	-0.38095	-0.125927341
11169	None	He hands me a navy blue cap with a North Face logo on it.	  Negative	-1	-0.36364	-0.38095	-0.125927341
11170	None	Didn't you say you lost your hat somewhere?	  Neutral	0	-0.36364	-0.38095	-0.125927341
11171	None	Use this one.	  Neutral	0	-0.36364	-0.42857	-0.173547341
11172	None	It'll help hide your face a little.	  Neutral	0	-0.36364	-0.42857	-0.173547341
11173	None	" Thanks,"" I say, and tug on the cap."	  Positive	1	-0.36364	-0.38095	-0.125927341
11174	Oshima	Oshima checks me out in the cap and nods his approval.	  Negative	-1	-0.36364	-0.38095	-0.125927341
11175	None	"You have sunglasses, right?"	  Negative	-1	-0.27273	-0.33333	-0.078307341
11176	None	" I nod, take my sky blue Revos from my pocket, and put them on."	  Negative	-1	-0.36364	-0.28571	-0.030687341
11177	None	"Very cool, he says."	  Negative	-1	-0.36364	-0.2381	0.016922659
11178	None	Try putting the cap on backward.	  Neutral	0	-0.36364	-0.2381	0.016922659
11179	None	" I do as he says, turning the cap around."	  Neutral	0	-0.45455	-0.2381	0.016922659
11180	Oshima	Oshima nods again.	  Neutral	0	-0.36364	-0.19048	0.064542659
11181	None	Great.	  Negative	-1	-0.27273	-0.19048	0.064542659
11182	None	You look like a rap singer from a nice family.	  Neutral	0	-0.18182	-0.2381	0.016922659
11183	None	" He shifts to first, slowly steps on the gas, and lets out the clutch."	  Neutral	0	-0.090909	-0.2381	0.016922659
11184	None	Where are we going?	  Neutral	0	-0.090909	-0.28571	-0.030687341
11185	None	 I ask.	  Neutral	0	-0.090909	-0.28571	-0.030687341
